0,-275.625,-237
1,-236.25,-237
2,-157.5,-237
3,-78.75,-237
4,0,-237
5,78.75,-237
6,157.5,-237
7,236.25,-237
8,275.625,-237
9,315,-237
10,315,-177.75
11,315,-118.5
12,315,-59.25
13,315,0
14,315,29.625
15,315,59.25
16,315,118.5
17,315,177.75
18,315,237
19,236.25,237
20,157.5,237
21,118.125,237
22,98.4375,237
23,78.75,237
24,73.828125,237
25,68.90625,237
26,63.984375,237
27,59.0625,237
28,54.140625,237
29,49.21875,237
30,44.296875,237
31,39.375,237
32,34.453125,237
33,29.53125,237
34,24.609375,237
35,19.6875,237
36,14.765625,237
37,9.84375,237
38,4.921875,237
39,0,237
40,-4.921875,237
41,-9.84375,237
42,-14.765625,237
43,-19.6875,237
44,-24.609375,237
45,-29.53125,237
46,-34.453125,237
47,-39.375,237
48,-44.296875,237
49,-49.21875,237
50,-54.140625,237
51,-59.0625,237
52,-63.984375,237
53,-68.90625,237
54,-73.828125,237
55,-78.75,237
56,-118.125,237
57,-157.5,237
58,-236.25,237
59,-315,237
60,-315,177.75
61,-315,118.5
62,-315,59.25
63,-315,29.625
64,-315,0
65,-315,-59.25
66,-315,-118.5
67,-315,-177.75
68,-315,-237
69,-249,-192
70,-217.875,-192
71,-186.75,-192
72,-124.5,-192
73,-93.375,-192
74,-62.25,-192
75,0,-192
76,62.25,-192
77,93.375,-192
78,124.5,-192
79,186.75,-192
80,217.875,-192
81,249,-192
82,258,-183
83,258,-155.25
84,258,-127.5
85,258,-72
86,258,-16.5
87,258,39
88,249,48
89,210,48
90,171,48
91,132,48
92,93,48
93,84,57
94,84,99
95,84,141
96,84,183
97,84,225
98,75,234
99,39,234
100,3,234
101,-69,234
102,-84,219
103,-84,178.5
104,-84,138
105,-84,97.5
106,-84,57
107,-93,48
108,-132,48
109,-171,48
110,-210,48
111,-249,48
112,-258,39
113,-258,-16.5
114,-258,-72
115,-258,-99.75
116,-258,-127.5
117,-258,-155.25
118,-258,-183
-1,-293.753289473684,-148.125
-1,-293.161184210526,-88.875
-1,-292.6875,-29.625
-1,-275.991477272727,88.875
-1,-238.668045003994,158.254996524296
-1,-269.020344697235,198.596660673541
-1,-275.625,237.416014368397
-1,-288.574408986073,-202.897154705935
-1,-267.634558495824,-201.634558495824
-1,-273.708312446971,132.375949271821
-1,-228.782088672132,108.207587292112
-1,-196.875,-230.5875
-1,-196.875,-354.681907894738
-1,-190.5,87.1165141511604
-1,-139.730506832165,117.75
-1,-120.228599597987,84.6080359738061
-1,-118.125,-231.275
-1,-137.8125,186.3125
-1,-104.142506756943,68.1425067569435
-1,-61.5234375,227.19287109375
-1,-120.456397732851,151.518892693422
-1,-76.2890625,227.654296875
-1,-39.375,-225.9125
-1,-39.375,-301.37239994363
-1,-12.3046875,197.470458984375
-1,-7.3828125,218.542236328125
-1,39.375,-225.9125
-1,39.375,-301.37239994363
-1,12.3046875,222.079833984375
-1,31.9921875,228.324462890625
-1,46.7578125,226.478759765625
-1,66.4453125,224.312255859375
-1,118.125,-231.275
-1,156.015306122449,162
-1,126.29334068492,194.055510400502
-1,118.419108640168,156.947595846262
-1,164.15448380262,199.353572942466
-1,114.634144254703,120
-1,112.5,76.5
-1,158.221165770382,96.0592350023625
-1,196.875,-230.5875
-1,196.875,-354.681907894738
-1,190.5,78.9135508304431
-1,236.892578024988,155.895198640807
-1,267.588323550331,196.693341427656
-1,275.625,235.277899067532
-1,239.909914530598,101.606873620005
-1,273.739201570681,-207.739201570681
-1,282.828947368421,-99.75
-1,281.71875,-44.25
-1,293.753289473684,-148.125
-1,279.324029126214,69.3240291262136
-1,266.019937867773,56.0199378677732
-1,286.753015966025,35.8508370734303
-1,281.177959815455,148.125
-1,-272.097231478258,62.0972314782575
-1,-196.875,196.381273250764
-1,-196.875,235.775314421556
-1,-196.875,869.362623311713
-1,-232.842653222528,200.908974213989
-1,-187.406879066887,142.380608300437
-1,196.875,224.548685244572
-1,203.329866717845,182.321467111729
-1,194.793809222487,136.953924489167
-1,275.625,686.284058850424
-1,277.950834489508,107.849258476722
-1,246.598241351609,75.1668722094978
-1,196.875,293.032451723743
